array,job,start,creative,adj_pgs,sexMale,job_sat
5,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1985,-1,-0.6230285926711364,0,4
0,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1966,1,0.589799238912474,0,3
4,"architect, landscape architect/designer, structural designer {24312597_2590}",2003,1,-1.5387894945657548,1,3
5,"farmer, farming contractor, herd manager, smallholder, bailiff",2002,-1,-0.6557609129127231,0,3
2,"architect, landscape architect/designer, structural designer {24313288_3287}",1988,1,1.4272307236935722,1,3
0,"dancer, ballet dancer, dance instructor, choreographer",1965,1,-0.5932172359492007,0,3
1,"nurseryman, market gardener, horticulturist",1974,-1,0.29681112854904834,1,4
4,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1995,-1,-0.40052939442537405,0,3
2,"road transport/traffic clerk, distribution clerk/controller, shipping clerk/controller, fleet controller/administrator, traffic officer (road haulage)",1999,-1,0.48757943364366646,0,3
1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1995,-1,0.4023495215936805,0,4
0,"architect, landscape architect/designer, structural designer {24313288_3287}",1985,1,-1.0309321216667695,1,3
3,"architect, landscape architect/designer, structural designer {24313288_3287}",1997,1,-0.5248188185659991,0,4
2,"musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer",1997,1,-0.6974751258667533,1,3
3,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1994,-1,0.306829109551787,0,3
0,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1982,-1,0.7939891099089197,0,4
4,"illustrator, cartoonist, animator",1995,1,-0.25992733644736,1,3
0,"farmer, farming contractor, herd manager, smallholder, bailiff",1963,-1,0.8327133408511791,1,3
1,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1990,1,1.0640501425551785,0,3
0,"architect, landscape architect/designer, structural designer {24312597_2590}",1963,1,-2.415809014344796,1,4
2,"author, writer, biographer, book editor, novelist, dramatist, playwright, poet",2006,1,0.8866463207247294,0,3
2,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1994,1,0.44670798575320014,0,3
1,"principal of dancing/drama/evening school, private music teacher",1989,1,0.9327157091581548,0,4
1,"inspector of factories or utilities, gas/electricity installation inspector, plumbing inspector",1974,-1,-0.7149293027505994,1,3
3,"arts officer, producer, director; entertainment/artists'/theatrical agent; studio manager, prompter",1987,1,-0.33006162391099386,1,5
4,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2005,-1,-0.8754628940462192,0,4
3,"other work in this industry: factory hand, mate, assistant, handler, loader {91392845_2833}",1983,-1,0.4133406447935643,1,4
3,"other work in this industry: factory hand, mate, assistant, handler, loader {91392832_2823}",1998,-1,-1.3840929151873107,1,4
3,"author, writer, biographer, book editor, novelist, dramatist, playwright, poet",1988,1,0.42406148342921646,0,3
0,"other work in this industry: factory hand, mate, assistant, handler, loader {91392813_2803}",1978,-1,0.6273527089685943,1,4
4,"horticultural manager, vineyard manager",2008,-1,-3.3813339119269523,1,4
0,"factory/works manager, shift manager",1962,-1,0.5858979358912895,1,4
0,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1983,1,-0.5743102595608094,1,4
5,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1992,-1,-2.59832311466036,0,3
2,"architect, landscape architect/designer, structural designer {24312597_2590}",2002,1,0.44369268417290214,1,5
4,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2006,-1,-1.024238295738762,0,3
0,"farmer, farming contractor, herd manager, smallholder, bailiff",1964,-1,-2.31348615879112,1,5
1,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1986,-1,-0.05637880784505929,0,3
8,"arts officer, producer, director; entertainment/artists'/theatrical agent; studio manager, prompter",2004,1,-0.05272952818873044,0,3
2,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1968,1,0.1748025964880263,1,3
5,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2004,-1,0.24126429682788453,0,3
0,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1967,-1,1.014748518343443,0,3
8,"author, writer, biographer, book editor, novelist, dramatist, playwright, poet",2001,1,1.3989046400608114,0,5
1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1994,-1,-0.0712675005552543,1,2
0,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1973,-1,0.18757452843061448,1,4
7,"author, writer, biographer, book editor, novelist, dramatist, playwright, poet",2001,1,-0.08013592033252885,0,4
1,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",2000,1,-0.5773937603684621,1,4
0,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1970,1,0.01004592793700044,1,4
1,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1995,1,0.2811861665928655,0,4
1,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1997,-1,-1.5656588671628906,0,3
2,"graphic designer, commercial artist, desktop publishing artist, illuminator",1986,1,-0.7761150669293283,1,4
1,"painter, decorator",2006,1,1.8998178139903743,1,5
8,"farmer, farming contractor, herd manager, smallholder, bailiff",2004,-1,-2.6137277483707844,1,3
3,"inspector of factories or utilities, gas/electricity installation inspector, plumbing inspector",1976,-1,1.2026823644274771,1,4
1,"actor, chorister or singer",1970,1,0.03626290042252378,0,3
3,"other work in this industry: factory hand, mate, assistant, handler, loader {91392802_2793}",1981,-1,0.839407776969946,1,4
2,"painter, decorator",1996,1,1.632875224848499,1,4
6,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2008,-1,1.071729813141732,1,3
2,"other work in this industry: factory hand, mate, assistant, handler, loader {91392772_2762}",1994,-1,-1.0128444466780524,1,3
2,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1979,1,-1.9017339090234469,1,3
1,"arts officer, producer, director; entertainment/artists'/theatrical agent; studio manager, prompter",2001,1,0.08548629321941766,1,3
0,"other work in this industry: factory hand, mate, assistant, handler, loader {91392731_2722}",1966,-1,-0.0816381608091889,1,3
1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1990,-1,0.14774875790932243,0,5
3,"nurseryman, market gardener, horticulturist",2002,-1,-0.1361840017781632,0,5
1,"dancer, ballet dancer, dance instructor, choreographer",1961,1,-0.615011102776701,0,4
2,"musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer",1980,1,-0.7102737073546623,1,4
3,"architect, landscape architect/designer, structural designer {24313288_3287}",1995,1,0.47487518765053344,0,4
0,"farmhand, farm labourer, herdsman, shepherd, dairyman, pigman",1987,-1,-0.6012806395924306,1,3
3,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2009,-1,0.4888070076077928,0,2
3,plumber,1992,-1,1.5445858398431642,1,4
0,"painter, decorator",1960,1,-0.9201582164180414,1,3
0,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1988,-1,-0.7040360644981772,0,4
0,"other work in this industry: factory hand, mate, assistant, handler, loader {91392832_2823}",1976,-1,-0.05658696701750977,1,3
4,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2006,-1,1.7454714011700687,0,1
2,"farm manager, agricultural manager",1981,-1,-0.2141956999358801,1,4
0,"factory/works manager, shift manager",1971,-1,-0.39024313294375707,1,4
1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1996,-1,1.539279786335542,0,3
3,"factory/works manager, shift manager",1996,-1,1.117914151150412,1,3
1,"farmer, farming contractor, herd manager, smallholder, bailiff",1977,-1,-0.7791959485578097,0,4
2,"architect, landscape architect/designer, structural designer {24313288_3287}",1988,1,0.31261265108187514,1,3
9,"farm manager, agricultural manager",1984,-1,-0.7129026474219458,1,3
2,"farmer, farming contractor, herd manager, smallholder, bailiff",1986,-1,-0.6267960811710636,0,4
1,"musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer",1978,1,1.3625103595219974,1,4
2,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1993,-1,1.5665903292544443,0,4
2,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2006,-1,-0.37561774234959194,0,3
4,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2002,-1,0.1100550812947762,0,3
3,"arts officer, producer, director; entertainment/artists'/theatrical agent; studio manager, prompter",2008,1,0.9711818300234436,0,4
0,"author, writer, biographer, book editor, novelist, dramatist, playwright, poet",1994,1,0.5871629019040902,0,5
7,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2009,-1,0.637960369432957,1,3
1,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1992,1,-1.0550869483127838,1,4
4,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2000,-1,0.5743349208101267,0,3
0,"architect, landscape architect/designer, structural designer {24312597_2590}",1965,1,-1.8025602163311545,1,3
5,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2008,-1,-0.4454463275067346,1,3
2,"architect, landscape architect/designer, structural designer {24313288_3287}",1995,1,-1.7346488727603535,1,4
2,"architect, landscape architect/designer, structural designer {24313288_3287}",2001,1,0.9157809228876616,1,3
4,"factory/works manager, shift manager",1990,-1,-2.5233485992609093,1,4
1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1988,-1,0.6635563342446988,0,2
4,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2006,-1,0.14461102201033427,0,4
1,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2001,-1,0.9588713812145075,0,4
0,"musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer",1982,1,-0.6738509389218725,1,4
0,"farmer, farming contractor, herd manager, smallholder, bailiff",1962,-1,0.3940633975159033,1,3
0,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1963,1,0.097102141287837,0,3
7,"entertainer, comedian, acrobat, clown, juggler, performing animal trainer, puppeteer",2001,1,0.9622942874081066,0,4
6,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2006,-1,1.498383697849078,0,3
1,"principal of dancing/drama/evening school, private music teacher",1984,1,-0.5273303729562417,1,3
0,"musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer",1987,1,0.11151807976797716,0,3
2,"arts officer, producer, director; entertainment/artists'/theatrical agent; studio manager, prompter",1996,1,-0.48534153891384263,0,3
2,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1986,-1,-0.19482735405292145,0,4
3,plumber,1973,-1,1.0244334184009656,1,4
4,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",2000,1,0.09861933036220635,0,4
5,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2002,-1,0.9090840732392124,0,3
2,"other work in this industry: factory hand, mate, assistant, handler, loader, finisher",1976,-1,-1.301611720750725,1,5
1,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2009,-1,0.7300186477814568,0,3
5,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",2001,1,-0.284620930530376,0,2
0,plumber,1956,-1,-0.47071531995137805,1,4
6,"architect, landscape architect/designer, structural designer {24313288_3287}",1993,1,0.9566506035961756,1,3
4,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2006,-1,0.4040488292683448,0,3
1,"nurseryman, market gardener, horticulturist",2005,-1,0.7567335657124225,1,2
2,"illustrator, cartoonist, animator",1975,1,0.7684635486167051,1,4
0,"musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer",1980,1,-0.4334935641293136,1,2
1,"architectural technologist/technician/assistant, town planning technician, planning enforcement officer",1995,1,-0.25741427250146315,0,4
0,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2000,-1,-1.841848832812937,0,4
0,"architect, landscape architect/designer, structural designer {24313288_3287}",1967,1,0.2259259133650038,1,3
0,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1989,1,-1.2270432281403298,0,3
1,"draughtsperson, cartographer, designer-detailer/draughtsperson, drawing office checker, engineering draughtsperson",1973,1,1.0266078233275011,1,3
2,"factory/works manager, shift manager",1994,-1,0.6663953783854781,1,3
3,"architect, landscape architect/designer, structural designer {24312597_2590}",2004,1,-1.6463522694862776,1,4
1,"architectural technologist/technician/assistant, town planning technician, planning enforcement officer",1989,1,0.35513769771690423,0,2
2,"actor, chorister or singer",1997,1,1.3517907362378665,1,5
9,"potter, ceramic caster, ceramic artist, ceramic lithographer",2007,1,0.8033968186368802,1,4
5,"painter, decorator",2008,1,-0.5086669146546051,0,4
7,"author, writer, biographer, book editor, novelist, dramatist, playwright, poet",2008,1,-0.5876330401418974,0,3
2,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1986,-1,1.736877892716428,0,4
0,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1962,1,-1.8443512841907763,1,3
0,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1971,1,-0.970637787846202,1,3
1,"architect, landscape architect/designer, structural designer {24313288_3287}",1991,1,1.0290966495688585,1,3
1,"architectural technologist/technician/assistant, town planning technician, planning enforcement officer",1971,1,-0.7241032231596514,1,3
0,"architectural technologist/technician/assistant, town planning technician, planning enforcement officer",1969,1,0.17309368787612917,1,3
2,"factory/works manager, shift manager",1985,-1,-2.2369571655288794,1,3
5,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2007,-1,0.8416852679842644,0,3
6,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1980,-1,-1.0863036046873535,0,3
0,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1973,1,-0.7275357016167583,1,4
